line         score     log(score)
 avg  4.922996e-11     -23.734519
 tot  0.000000e+00 -688301.042368

  line         score  log(score)
 21130  6.699462e-28  -62.570355
 21131  1.799841e-04   -8.622642
 21132  9.920520e-21  -46.059682
 21133  1.214764e-03   -6.713205
 21134  1.382519e-05  -11.189018
 21135  1.330622e-01   -2.016939
 21136  1.211703e-10  -22.833824
 21137  1.831881e-06  -13.210167
 21138  8.792729e-14  -30.062266
 21139  8.729887e-06  -11.648758
 21140  4.333068e-16  -35.375086
 21141  4.812396e-03   -5.336560
 21142  3.172080e-17  -37.989559
 21143  1.262703e-20  -45.818447
 21144  4.310693e-07  -14.656997
 21145  7.345291e-12  -25.636962
 21146  6.725411e-24  -53.356149
 21147  1.254539e-02   -4.378402
 21148  7.368248e-10  -21.028671
 21149  2.069916e-11  -24.600928
 21150  5.015387e-03   -5.295245
 21151  1.166795e-09  -20.569005
 21152  5.545124e-14  -30.523272
 21153  1.063434e-11  -25.266933
 21154  1.586555e-10  -22.564286
 21155  4.239559e-06  -12.371051
 21156  4.444919e-14  -30.744430
 21157  1.139290e-16  -36.710956
 21158  5.639365e-20  -44.321930
 21159  4.199253e-11  -23.893529
 21160  3.882232e-23  -51.603047
 21161  5.877397e-25  -55.793513
 21162  6.487065e-10  -21.156041
 21163  1.187330e-06  -13.643804
 21164  5.689912e-06  -12.076816
 21165  1.905706e-06  -13.170658
 21166  1.848467e-28  -63.858026
 21167  1.255729e-01   -2.074869
 21168  6.997385e-11  -23.382900
 21169  1.549320e-05  -11.075110
 21170  3.736755e-14  -30.917974
 21171  1.972553e-09  -20.043937
 21172  9.727794e-18  -39.171545
 21173  1.435360e-12  -27.269605
 21174  1.649193e-38  -86.997948
 21175  2.077269e-07  -15.387042
 21176  1.363524e-08  -18.110608
 21177  1.737413e-09  -20.170869
 21178  2.360934e-34  -77.428836
 21179  3.784144e-11  -23.997616
 21180  1.055313e-07  -16.064258
 21181  4.494992e-05  -10.009962
 21182  5.033911e-06  -12.199313
 21183  5.684474e-21  -46.616548
 21184  2.213473e-07  -15.323533
 21185  7.438424e-15  -32.532117
 21186  3.832237e-09  -19.379817
 21187  8.174363e-07  -14.017093
 21188  2.021499e-21  -47.650447
 21189  1.583246e-20  -45.592225
 21190  6.254881e-17  -37.310584
 21191  3.244898e-08  -17.243597
 21192  5.000253e-26  -58.257724
 21193  5.961532e-18  -39.661204
 21194  9.890742e-08  -16.129082
 21195  2.227543e-11  -24.527537
 21196  2.704475e-15  -33.543869
 21197  6.819994e-09  -18.803407
 21198  8.483664e-06  -11.677368
 21199  1.665757e-04   -8.700061
 21200  4.512158e-17  -37.637171
 21201  2.813614e-11  -24.293966
 21202  1.431710e-26  -59.508343
 21203  9.731185e-16  -34.566026
 21204  1.003155e-26  -59.864062
 21205  2.801571e-11  -24.298256
 21206  5.545056e-06  -12.102604
 21207  9.511804e-06  -11.562977
 21208  4.745078e-33  -74.428200
 21209  4.828418e-11  -23.753917
 21210  4.419292e-09  -19.237286
 21211  5.002520e-09  -19.113324
 21212  1.241926e-12  -27.414358
 21213  1.135118e-03   -6.781019
 21214  1.670850e-19  -43.235784
 21215  1.790867e-04   -8.627640
 21216  2.344827e-12  -26.778810
 21217  6.554653e-19  -41.868942
 21218  2.294065e-27  -61.339472
 21219  2.284821e-07  -15.291808
 21220  3.667665e-07  -14.818540
 21221  2.364150e-10  -22.165432
 21222  6.896281e-08  -16.489698
 21223  7.280174e-02   -2.620015
 21224  3.019535e-18  -40.341429
 21225  4.263465e-08  -16.970598
 21226  3.541676e-21  -47.089687
 21227  7.631034e-06  -11.783287
 21228  2.784694e-18  -40.422394
 21229  2.029557e-06  -13.107693
 21230  2.776265e-05  -10.491819
 21231  8.041544e-14  -30.151570
 21232  4.115402e-13  -28.518870
 21233  1.805115e-10  -22.435227
 21234  1.066427e-08  -18.356367
 21235  2.168589e-16  -36.067285
 21236  7.736543e-10  -20.979896
 21237  4.867257e-18  -39.864001
 21238  7.783961e-15  -32.486711
 21239  4.608068e-02   -3.077361
 21240  4.191312e-05  -10.079912
 21241  1.976414e-06  -13.134226
 21242  9.231441e-03   -4.685140
 21243  7.633862e-04   -7.177747
 21244  2.546538e-22  -49.722137
 21245  1.803932e-07  -15.528127
 21246  2.997770e-09  -19.625397
 21247  1.714723e-09  -20.184014
 21248  3.929753e-07  -14.749519
 21249  1.233993e-07  -15.907840
 21250  2.648560e-23  -51.985441
 21251  9.031459e-10  -20.825137
 21252  4.339746e-37  -83.727833
 21253  3.338001e-11  -24.123064
 21254  5.871280e-03   -5.137683
 21255  4.501917e-03   -5.403252
 21256  2.593663e-16  -35.888290
 21257  1.048864e-09  -20.675558
 21258  1.871057e-25  -56.938124
 21259  1.691392e-11  -24.802884
 21260  2.850911e-04   -8.162702
 21261  6.304162e-07  -14.276886
 21262  1.247066e-16  -36.620568
 21263  1.752418e-06  -13.254514
 21264  8.624293e-08  -16.266098
 21265  1.297464e-08  -18.160269
 21266  3.538087e-19  -42.485531
 21267  7.415171e-09  -18.719738
 21268  1.654720e-05  -11.009293
 21269  4.844063e-06  -12.237757
 21270  5.116441e-09  -19.090807
 21271  1.039099e-06  -13.777157
 21272  8.454474e-06  -11.680815
 21273  1.517373e-03   -6.490775
 21274  9.904798e-07  -13.825076
 21275  2.590195e-05  -10.561192
 21276  2.777604e-07  -15.096507
 21277  1.720340e-02   -4.062648
 21278  2.144343e-13  -29.170773
 21279  8.080882e-06  -11.726009
 21280  2.277963e-05  -10.689644
 21281  1.926076e-05  -10.857441
 21282  1.054979e-06  -13.761989
 21283  5.645554e-07  -14.387227
 21284  2.466354e-18  -40.543791
 21285  1.934566e-01   -1.642702
 21286  4.774605e-16  -35.278050
 21287  1.746235e-02   -4.047708
 21288  3.021614e-09  -19.617475
 21289  3.401766e-13  -28.709311
 21290  4.029314e-10  -21.632255
 21291  2.839054e-21  -47.310816
 21292  1.965854e-41  -93.730062
 21293  1.717097e-18  -40.905897
 21294  6.572763e-16  -34.958427
 21295  3.736205e-10  -21.707781
 21296  1.511325e-16  -36.428374
 21297  5.264616e-11  -23.667428
 21298  1.126983e-33  -75.865764
 21299  2.187657e-06  -13.032679
 21300  5.328423e-20  -44.378647
 21301  1.870504e-05  -10.886718
 21302  1.672015e-11  -24.814406
 21303  3.624865e-10  -21.738034
 21304  6.441738e-16  -34.978563
 21305  8.222446e-05   -9.406058
 21306  9.524730e-14  -29.982300
 21307  3.668594e-04   -7.910532
 21308  1.124132e-08  -18.303670
 21309  2.478244e-06  -12.907960
 21310  1.483123e-11  -24.934286
 21311  2.367583e-15  -33.676907
 21312  3.416759e-15  -33.310084
 21313  3.541276e-05  -10.248438
 21314  8.058909e-11  -23.241658
 21315  1.386773e-11  -25.001457
 21316  2.517833e-15  -33.615378
 21317  9.696415e-04   -6.938584
 21318  5.270683e-06  -12.153351
 21319  4.720007e-06  -12.263700
 21320  2.139438e-19  -42.988574
 21321  1.502810e-18  -41.039195
 21322  1.657658e-04   -8.704935
 21323  6.374989e-04   -7.357958
 21324  7.717837e-28  -62.428849
 21325  5.179625e-06  -12.170778
 21326  6.235502e-13  -28.103347
 21327  1.687189e-01   -1.779521
 21328  2.546908e-13  -28.998726
 21329  6.336712e-29  -64.928608
 21330  1.925285e-29  -66.119894
 21331  3.051926e-05  -10.397153
 21332  4.970434e-21  -46.750780
 21333  5.349464e-23  -51.282461
 21334  4.406531e-19  -42.266029
 21335  8.316310e-10  -20.907632
 21336  8.276901e-07  -14.004627
 21337  2.083852e-05  -10.778707
 21338  1.635026e-10  -22.534192
 21339  2.023883e-09  -20.018248
 21340  1.530314e-13  -29.508133
 21341  7.051023e-10  -21.072678
 21342  6.824426e-07  -14.197587
 21343  1.638996e-10  -22.531767
 21344  2.779918e-08  -17.398259
 21345  2.132673e-02   -3.847794
 21346  1.600341e-17  -38.673730
 21347  1.874880e-13  -29.305061
 21348  1.119590e-25  -57.451665
 21349  7.735545e-06  -11.769685
 21350  8.701102e-06  -11.652061
 21351  1.120196e-05  -11.399422
 21352  6.570921e-19  -41.866463
 21353  5.762875e-04   -7.458904
 21354  7.582248e-19  -41.723307
 21355  2.028630e-04   -8.502980
 21356  9.803600e-16  -34.558612
 21357  1.368430e-08  -18.107016
 21358  5.551974e-21  -46.640133
 21359  1.073978e-03   -6.836386
 21360  2.006822e-05  -10.816373
 21361  7.527310e-17  -37.125409
 21362  5.152777e-08  -16.781145
 21363  3.504052e-15  -33.284856
 21364  1.422880e-32  -73.330040
 21365  2.658153e-07  -15.140464
 21366  4.415513e-27  -60.684673
 21367  9.325893e-35  -78.357684
 21368  1.227100e-16  -36.636708
 21369  1.245908e-03   -6.687891
 21370  4.342995e-19  -42.280552
 21371  2.043946e-15  -33.823894
 21372  1.168248e-07  -15.962590
 21373  1.428356e-22  -50.300348
 21374  4.165740e-32  -72.255829
 21375  4.236756e-04   -7.766542
 21376  1.745496e-17  -38.586908
 21377  1.214825e-18  -41.251932
 21378  9.782151e-07  -13.837536
 21379  3.245407e-12  -26.453780
 21380  4.510942e-09  -19.216760
 21381  8.532369e-10  -20.881984
 21382  7.217520e-18  -39.470020
 21383  2.195034e-09  -19.937068
 21384  8.979652e-10  -20.830890
 21385  3.674715e-11  -24.026960
 21386  1.068774e-10  -22.959339
 21387  9.970312e-07  -13.818484
 21388  1.412180e-24  -54.916907
 21389  4.559437e-04   -7.693141
 21390  2.306933e-08  -17.584762
 21391  5.600045e-04   -7.487566
 21392  1.084999e-11  -25.246857
 21393  2.076118e-10  -22.295351
 21394  5.269411e-15  -32.876858
 21395  9.316922e-08  -16.188848
 21396  1.142598e-19  -43.615812
 21397  1.715320e-09  -20.183666
 21398  2.844742e-09  -19.677793
 21399  4.952781e-08  -16.820732
 21400  6.080111e-10  -21.220828
 21401  6.332243e-04   -7.364686
 21402  3.194557e-16  -35.679913
 21403  1.453774e-06  -13.441348
 21404  3.608148e-09  -19.440071
 21405  1.153578e-27  -62.026929
 21406  1.596692e-10  -22.557917
 21407  3.350210e-11  -24.119413
 21408  6.459136e-06  -11.950015
 21409  3.200274e-07  -14.954859
 21410  3.991930e-05  -10.128651
 21411  9.592819e-06  -11.554496
 21412  5.621500e-10  -21.299252
 21413  3.059447e-12  -26.512787
 21414  5.149541e-18  -39.807624
 21415  1.166487e-06  -13.661514
 21416  6.003805e-11  -23.536043
 21417  2.297043e-18  -40.614909
 21418  3.451807e-41  -93.167091
 21419  4.225921e-06  -12.374273
 21420  1.990828e-08  -17.732130
 21421  1.799861e-04   -8.622631
 21422  2.434389e-23  -52.069761
 21423  2.219754e-10  -22.228454
 21424  1.059079e-27  -62.112398
 21425  5.831450e-09  -18.960000
 21426  6.838239e-09  -18.800736
 21427  4.888597e-11  -23.741531
 21428  1.569566e-06  -13.364711
 21429  4.199013e-12  -26.196172
 21430  3.654929e-08  -17.124604
 21431  2.674074e-04   -8.226737
 21432  1.829051e-12  -27.027224
 21433  7.697860e-10  -20.984909
 21434  3.855135e-21  -47.004881
 21435  4.475916e-10  -21.527140
 21436  1.199850e-22  -50.474675
 21437  6.548237e-16  -34.962166
 21438  1.544271e-09  -20.288714
 21439  1.684351e-05  -10.991545
 21440  1.719787e-21  -47.812087
 21441  2.706520e-19  -42.753453
 21442  1.027809e-13  -29.906177
 21443  2.755777e-13  -28.919907
 21444  1.172053e-24  -55.103285
 21445  1.695988e-04   -8.682075
 21446  6.692180e-08  -16.519741
 21447  1.257414e-14  -32.007134
 21448  9.541437e-08  -16.165037
 21449  1.453582e-10  -22.651820
 21450  6.421754e-13  -28.073915
 21451  6.204710e-16  -35.016053
 21452  4.214667e-17  -37.705376
 21453  6.962729e-17  -37.203375
 21454  5.060832e-14  -30.614660
 21455  7.182310e-14  -30.264570
 21456  2.804768e-34  -77.256572
 21457  2.918257e-07  -15.047109
 21458  9.172459e-13  -27.717401
 21459  3.021589e-03   -5.801972
 21460  4.166066e-13  -28.506634
 21461  2.253614e-02   -3.792635
 21462  9.211780e-13  -27.713123
 21463  5.750711e-12  -25.881698
 21464  1.436711e-14  -31.873835
 21465  4.989202e-04   -7.603064
 21466  2.440202e-17  -38.251866
 21467  2.524266e-05  -10.586975
 21468  6.977945e-06  -11.872756
 21469  8.448674e-15  -32.404767
 21470  1.832912e-14  -31.630285
 21471  1.249074e-15  -34.316374
 21472  1.347941e-25  -57.266049
 21473  8.135432e-25  -55.468398
 21474  9.415519e-12  -25.388662
 21475  4.272338e-05  -10.060764
 21476  2.140528e-27  -61.408745
 21477  1.414633e-16  -36.494492
 21478  3.265107e-09  -19.539973
 21479  9.426198e-07  -13.874603
 21480  9.371422e-04   -6.972676
 21481  1.879434e-09  -20.092295
 21482  5.165597e-12  -25.989000
 21483  3.032638e-16  -35.731929
 21484  3.814997e-20  -44.712762
 21485  7.207487e-03   -4.932635
 21486  3.797996e-36  -81.558590
 21487  2.146692e-11  -24.564508
 21488  8.634367e-11  -23.172686
 21489  4.569383e-04   -7.690962
 21490  2.434698e-10  -22.136028
 21491  1.983289e-04   -8.525584
 21492  1.068727e-12  -27.564553
 21493  1.838934e-13  -29.324420
 21494  2.146084e-12  -26.867376
 21495  3.708782e-03   -5.597052
 21496  3.516817e-14  -30.978635
 21497  3.845171e-06  -12.468692
 21498  3.190298e-18  -40.286417
 21499  2.883571e-07  -15.059066
 21500  1.341851e-13  -29.639557
 21501  2.100109e-03   -6.165766
 21502  1.224061e-19  -43.546943
 21503  5.468260e-11  -23.629476
 21504  1.076134e-27  -62.096423
 21505  1.057105e-11  -25.272902
 21506  1.030470e-16  -36.811347
 21507  3.373082e-09  -19.507439
 21508  2.290665e-07  -15.289253
 21509  3.257099e-04   -8.029503
 21510  7.353578e-38  -85.503047
 21511  7.877146e-22  -48.592906
 21512  1.026657e-10  -22.999543
 21513  7.464706e-10  -21.015665
 21514  6.801718e-17  -37.226771
 21515  1.843145e-10  -22.414377
 21516  1.444450e-31  -71.012409
 21517  2.077241e-08  -17.689640
 21518  4.933909e-08  -16.824549
 21519  4.412376e-12  -26.146608
 21520  2.901626e-24  -54.196771
 21521  1.685951e-04   -8.688011
 21522  2.752064e-26  -58.854861
 21523  6.531525e-03   -5.031115
 21524  2.319537e-28  -63.631015
 21525  8.962357e-09  -18.530233
 21526  9.235841e-07  -13.895004
 21527  8.688440e-24  -53.100049
 21528  2.608123e-24  -54.303411
 21529  3.747909e-04   -7.889142
 21530  4.070623e-11  -23.924640
 21531  1.356681e-08  -18.115640
 21532  1.944207e-28  -63.807528
 21533  2.154923e-05  -10.745171
 21534  8.465784e-15  -32.402744
 21535  3.977427e-20  -44.671067
 21536  4.974905e-08  -16.816274
 21537  5.308365e-05   -9.843642
 21538  1.464825e-25  -57.182891
 21539  3.808486e-15  -33.201545
 21540  1.472130e-09  -20.336555
 21541  1.464529e-19  -43.367583
 21542  3.615217e-19  -42.463965
 21543  3.348746e-08  -17.212095
 21544  1.054288e-18  -41.393666
 21545  8.880673e-10  -20.841974
 21546  3.135612e-07  -14.975271
 21547  7.262765e-12  -25.648260
 21548  1.835735e-13  -29.326161
 21549  1.301902e-24  -54.998216
 21550  7.696536e-11  -23.287666
 21551  5.892499e-17  -37.370266
 21552  7.130258e-10  -21.061503
 21553  2.116680e-13  -29.183757
 21554  1.504026e-07  -15.709950
 21555  1.060410e-13  -29.874950
 21556  7.649712e-06  -11.780843
 21557  3.798177e-19  -42.414596
 21558  5.830995e-15  -32.775589
 21559  9.945091e-05   -9.215846
 21560  3.640499e-11  -24.036315
 21561  6.602360e-07  -14.230669
 21562  3.803105e-15  -33.202959
 21563  2.611351e-16  -35.881494
 21564  3.475751e-13  -28.687796
 21565  1.683981e-09  -20.202105
 21566  1.735816e-22  -50.105394
 21567  1.040444e-12  -27.591374
 21568  1.473232e-17  -38.756488
 21569  4.478030e-02   -3.105987
 21570  1.343795e-19  -43.453619
 21571  2.251716e-03   -6.096063
 21572  9.615820e-10  -20.762441
 21573  5.707157e-09  -18.981545
 21574  1.243908e-24  -55.043785
 21575  8.023622e-15  -32.456387
 21576  4.233925e-49 -111.383540
 21577  3.637188e-04   -7.919129
 21578  2.334028e-05  -10.665330
 21579  9.058928e-13  -27.729855
 21580  2.400873e-20  -45.175870
 21581  1.383150e-17  -38.819583
 21582  7.476083e-09  -18.711557
 21583  8.509334e-05   -9.371762
 21584  6.540341e-16  -34.963372
 21585  1.188825e-06  -13.642545
 21586  6.824556e-27  -60.249270
 21587  1.104569e-10  -22.926396
 21588  2.960883e-17  -38.058459
 21589  1.902464e-02   -3.962020
 21590  2.920960e-12  -26.559109
 21591  1.066030e-15  -34.474835
 21592  2.330685e-07  -15.271933
 21593  4.349854e-08  -16.950538
 21594  6.685781e-33  -74.085325
 21595  2.490016e-12  -26.718732
 21596  4.126052e-13  -28.516285
 21597  1.144786e-18  -41.311314
 21598  2.975860e-19  -42.658584
 21599  8.030605e-19  -41.665857
 21600  3.978159e-16  -35.460542
 21601  4.539466e-05  -10.000116
 21602  1.438459e-27  -61.806225
 21603  2.758253e-07  -15.103498
 21604  1.657017e-14  -31.731173
 21605  2.681225e-19  -42.762843
 21606  1.330279e-18  -41.161143
 21607  2.296086e-05  -10.681719
 21608  5.252868e-11  -23.669662
 21609  1.087376e-06  -13.731743
 21610  2.864729e-03   -5.855282
 21611  1.071750e-06  -13.746217
 21612  4.178228e-17  -37.714059
 21613  4.089007e-14  -30.827889
 21614  2.761790e-11  -24.312557
 21615  6.431163e-12  -25.769866
 21616  3.661652e-17  -37.846032
 21617  1.741496e-06  -13.260766
 21618  1.921206e-30  -68.424600
 21619  1.872863e-03   -6.280287
 21620  3.413943e-11  -24.100568
 21621  6.676332e-02   -2.706601
 21622  7.194713e-34  -76.314547
 21623  7.837998e-10  -20.966868
 21624  6.059563e-33  -74.183670
 21625  1.109620e-13  -29.829588
 21626  2.954501e-03   -5.824426
 21627  5.386253e-05   -9.829075
 21628  1.931909e-15  -33.880268
 21629  4.662824e-15  -32.999155
 21630  1.462196e-30  -68.697614
 21631  1.070334e-10  -22.957880
 21632  3.715838e-12  -26.318417
 21633  4.458103e-13  -28.438883
 21634  5.537887e-16  -35.129748
 21635  7.809505e-10  -20.970509
 21636  1.457934e-17  -38.766926
 21637  1.960664e-05  -10.839642
 21638  2.474194e-09  -19.817351
 21639  1.516713e-22  -50.240327
 21640  4.377895e-14  -30.759623
 21641  2.967510e-10  -21.938128
 21642  1.637963e-07  -15.624643
 21643  1.690638e-14  -31.711086
 21644  1.331110e-34  -78.001880
 21645  1.224557e-03   -6.705176
 21646  3.415515e-12  -26.402693
 21647  4.224412e-11  -23.887556
 21648  1.812919e-18  -40.851593
 21649  2.399651e-05  -10.637602
 21650  5.585381e-26  -58.147060
 21651  4.401021e-07  -14.636259
 21652  5.893574e-07  -14.344233
 21653  5.114347e-05   -9.880876
 21654  1.109533e-22  -50.552932
 21655  2.839343e-07  -15.074523
 21656  2.164856e-45 -102.843975
 21657  1.049032e-16  -36.793494
 21658  2.879374e-08  -17.363108
 21659  1.519099e-26  -59.449095
 21660  1.142443e-09  -20.590097
 21661  3.264507e-12  -26.447912
 21662  3.124642e-19  -42.609797
 21663  1.727524e-25  -57.017938
 21664  2.605199e-13  -28.976097
 21665  2.591533e-04   -8.258091
 21666  1.892116e-20  -45.414006
 21667  1.541245e-08  -17.988091
 21668  2.170595e-08  -17.645680
 21669  6.393586e-06  -11.960215
 21670  6.569474e-05   -9.630492
 21671  2.531829e-06  -12.886568
 21672  4.737109e-07  -14.562669
 21673  2.761883e-07  -15.102183
 21674  4.036489e-02   -3.209795
 21675  1.318348e-06  -13.539131
 21676  1.988486e-05  -10.825552
 21677  8.077313e-20  -43.962643
 21678  3.479727e-20  -44.804748
 21679  2.364631e-09  -19.862644
 21680  1.260269e-14  -32.004866
 21681  3.379930e-05  -10.295071
 21682  1.150721e-11  -25.188047
 21683  5.434095e-18  -39.753839
 21684  7.308182e-13  -27.944612
 21685  2.598463e-08  -17.465761
 21686  1.126853e-20  -45.932273
 21687  1.699898e-01   -1.772017
 21688  1.939026e-14  -31.574005
 21689  2.826933e-14  -31.196999
 21690  4.983016e-08  -16.814645
 21691  4.252327e-09  -19.275800
 21692  5.198059e-03   -5.259470
 21693  4.051147e-09  -19.324266
 21694  4.513050e-18  -39.939559
 21695  2.479830e-06  -12.907320
 21696  1.845224e-09  -20.110665
 21697  9.271580e-09  -18.496312
 21698  7.949514e-15  -32.465666
 21699  1.281452e-12  -27.383027
 21700  1.245919e-15  -34.318903
 21701  2.449941e-19  -42.853053
 21702  2.466834e-11  -24.425500
 21703  5.599823e-13  -28.210871
 21704  6.068115e-36  -81.090015
 21705  2.733373e-06  -12.809974
 21706  1.724048e-06  -13.270835
 21707  4.919162e-09  -19.130128
 21708  1.182408e-20  -45.884149
 21709  8.002699e-04   -7.130562
 21710  1.833155e-12  -27.024983
 21711  1.381425e-13  -29.610491
 21712  1.094343e-10  -22.935697
 21713  1.465944e-09  -20.340766
 21714  1.074861e-23  -52.887266
 21715  4.405965e-12  -26.148062
 21716  9.921707e-15  -32.244051
 21717  6.813712e-07  -14.199159
 21718  1.248080e-18  -41.224925
 21719  3.250397e-11  -24.149659
 21720  7.030086e-22  -48.706673
 21721  6.412334e-09  -18.865043
 21722  1.045766e-22  -50.612123
 21723  1.305985e-05  -11.245968
 21724  1.172399e-03   -6.748703
 21725  3.695608e-02   -3.298025
 21726  4.270386e-11  -23.876732
 21727  1.216611e-10  -22.829782
 21728  3.141681e-08  -17.275923
 21729  2.092817e-11  -24.589925
 21730  9.094035e-23  -50.751838
 21731  6.301297e-04   -7.369585
 21732  2.473142e-06  -12.910021
 21733  7.139855e-04   -7.244648
 21734  6.163133e-13  -28.115021
 21735  2.878158e-12  -26.573870
 21736  3.941680e-10  -21.654244
 21737  5.793335e-10  -21.269143
 21738  1.161665e-19  -43.599262
 21739  1.027781e-13  -29.906204
 21740  5.848717e-17  -37.377724
 21741  3.116563e-11  -24.191705
 21742  4.840022e-27  -60.592878
 21743  4.464997e-05  -10.016657
 21744  2.513013e-20  -45.130219
 21745  6.288513e-15  -32.700052
 21746  3.899588e-21  -46.993416
 21747  7.113849e-16  -34.879318
 21748  1.080962e-06  -13.737659
 21749  1.915466e-14  -31.586230
 21750  5.208843e-26  -58.216855
 21751  5.719612e-06  -12.071610
 21752  1.124197e-21  -48.237218
 21753  1.984182e-09  -20.038059
 21754  1.525416e-09  -20.300999
 21755  2.786463e-05  -10.488153
 21756  4.342721e-06  -12.347010
 21757  2.635322e-03   -5.938750
 21758  8.334858e-28  -62.351936
 21759  6.749212e-15  -32.629351
 21760  5.470610e-20  -44.352312
 21761  7.831680e-16  -34.783184
 21762  1.182657e-04   -9.042577
 21763  8.444972e-11  -23.194865
 21764  7.308066e-11  -23.339457
 21765  7.390669e-17  -37.143728
 21766  1.902369e-06  -13.172411
 21767  7.897711e-13  -27.867033
 21768  1.837244e-05  -10.904659
 21769  5.745724e-22  -48.908416
 21770  4.337739e-20  -44.584349
 21771  2.740215e-09  -19.715230
 21772  1.413354e-07  -15.772130
 21773  5.942724e-14  -30.454024
 21774  3.900839e-09  -19.362074
 21775  2.725441e-05  -10.510295
 21776  1.053991e-18  -41.393947
 21777  4.945093e-14  -30.637795
 21778  2.394520e-20  -45.178519
 21779  2.828872e-12  -26.591143
 21780  4.935241e-19  -42.152715
 21781  2.613237e-05  -10.552336
 21782  7.566208e-23  -50.935765
 21783  7.468852e-09  -18.712525
 21784  3.302783e-25  -56.369862
 21785  5.947263e-14  -30.453260
 21786  2.461719e-14  -31.335331
 21787  1.472934e-09  -20.336009
 21788  1.804687e-06  -13.225123
 21789  1.851622e-27  -61.553736
 21790  3.986792e-12  -26.248034
 21791  2.593436e-04   -8.257357
 21792  2.871555e-04   -8.155487
 21793  7.545647e-05   -9.491955
 21794  3.828507e-19  -42.406642
 21795  1.659004e-28  -63.966165
 21796  1.650858e-11  -24.827141
 21797  6.960071e-18  -39.506342
 21798  9.924155e-10  -20.730879
 21799  3.122302e-05  -10.374355
 21800  1.952702e-15  -33.869562
 21801  1.645276e-09  -20.225358
 21802  9.910710e-05   -9.219309
 21803  1.303231e-04   -8.945494
 21804  1.699790e-10  -22.495346
 21805  2.655693e-06  -12.838805
 21806  6.180183e-11  -23.507088
 21807  4.215184e-21  -46.915594
 21808  1.595412e-33  -75.518176
 21809  3.708976e-10  -21.715095
 21810  2.620458e-15  -33.575427
 21811  2.223544e-15  -33.739674
 21812  8.721002e-49 -110.660935
 21813  6.458164e-12  -25.765676
 21814  1.936613e-08  -17.759740
 21815  7.421405e-11  -23.324068
 21816  3.019508e-27  -61.064704
 21817  8.041050e-05   -9.428366
 21818  9.573802e-23  -50.700427
 21819  7.074045e-07  -14.161663
 21820  2.112739e-10  -22.277866
 21821  2.579817e-14  -31.288473
 21822  9.948291e-17  -36.846546
 21823  2.291334e-04   -8.381206
 21824  1.282332e-31  -71.131458
 21825  2.409793e-03   -6.028214
 21826  9.997107e-12  -25.328725
 21827  1.203693e-07  -15.932701
 21828  6.087143e-17  -37.337768
 21829  2.697178e-22  -49.664666
 21830  7.787057e-08  -16.368218
 21831  2.000779e-03   -6.214219
 21832  3.136680e-07  -14.974931
 21833  3.695611e-11  -24.021290
 21834  3.259351e-13  -28.752078
 21835  5.697396e-09  -18.983257
 21836  1.340079e-22  -50.364143
 21837  1.228161e-16  -36.635844
 21838  2.159879e-07  -15.348044
 21839  8.922361e-08  -16.232120
 21840  9.915038e-13  -27.639554
 21841  1.842869e-02   -3.993847
 21842  3.793267e-13  -28.600379
 21843  5.307914e-09  -19.054067
 21844  5.717624e-16  -35.097808
 21845  2.158934e-12  -26.861407
 21846  1.396954e-06  -13.481217
 21847  9.414063e-07  -13.875891
 21848  1.972868e-11  -24.648948
 21849  4.404570e-03   -5.425113
 21850  2.987035e-12  -26.536740
 21851  5.956797e-06  -12.030978
 21852  4.220957e-23  -51.519395
 21853  1.933573e-06  -13.156141
 21854  1.451407e-13  -29.561073
 21855  3.085287e-05  -10.386281
 21856  1.207444e-17  -38.955441
 21857  4.638166e-15  -33.004457
 21858  7.424306e-20  -44.046943
 21859  1.151464e-05  -11.371891
 21860  7.035330e-38  -85.547289
 21861  1.368113e-11  -25.015004
 21862  3.700976e-10  -21.717254
 21863  3.622708e-05  -10.225704
 21864  9.948789e-14  -29.938740
 21865  3.052405e-16  -35.725432
 21866  2.121525e-06  -13.063376
 21867  1.798731e-12  -27.043940
 21868  3.482322e-32  -72.435024
 21869  4.786832e-08  -16.854812
 21870  2.703163e-17  -38.149524
 21871  1.131696e-15  -34.415059
 21872  1.758025e-26  -59.303021
 21873  7.378929e-14  -30.237563
 21874  2.047073e-09  -20.006855
 21875  4.101704e-06  -12.404108
 21876  1.779564e-14  -31.659823
 21877  1.300310e-05  -11.250322
 21878  2.315495e-12  -26.791398
 21879  3.119451e-05  -10.375268
 21880  7.880131e-12  -25.566677
 21881  5.804047e-08  -16.662125
 21882  1.624444e-16  -36.356196
 21883  1.591955e-03   -6.442792
 21884  5.342719e-11  -23.652701
 21885  3.144405e-06  -12.669886
 21886  2.660840e-25  -56.585985
 21887  1.315823e-06  -13.541048
 21888  5.685954e-18  -39.708533
 21889  3.154083e-10  -21.877153
 21890  7.637170e-11  -23.295409
 21891  9.561828e-08  -16.162902
 21892  1.807930e-24  -54.669860
 21893  4.754530e-27  -60.610700
 21894  1.092027e-11  -25.240400
 21895  1.016956e-03   -6.890941
 21896  3.263165e-25  -56.381930
 21897  7.756095e-04   -7.161861
 21898  1.660034e-10  -22.519013
 21899  4.921953e-11  -23.734731
 21900  1.356982e-25  -57.259364
 21901  2.527371e-09  -19.796086
 21902  3.749824e-12  -26.309312
 21903  6.381309e-04   -7.356967
